degree,riskstat,1hop_degree,2hop_degree,1hop_riskstat,2hop_riskstat
-1.3503236,-1.0964532,-0.7693268,-0.73430836,-0.7243127,-0.7275768
-0.24374239,-0.80735964,-0.35218498,-0.670685,-0.613872,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.76134825,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7668038,-0.76134825,-0.72983474,-0.73875856
-1.473277,-1.0964532,-0.78530604,-0.7820259,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.8585098,-0.518266,-0.6616773,-0.689772,-0.6249161,-0.63812274
-1.4118003,-1.0964532,-0.78025997,-0.7788447,-0.7353568,-0.76112205
-1.473277,-1.0964532,-0.78530604,-0.7820259,-0.7353568,-0.77230376
-0.67407954,0.6381084,-0.5414126,-0.1616983,-0.10032254,0.48005214
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7701678,-0.7708918,-0.7353568,-0.76112205
-0.8585098,-0.518266,-0.6768155,-0.708859,-0.60282797,-0.7275768
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.783624,-0.75657654,-0.7353568,-0.77230376
-0.797033,-0.518266,-0.6650413,-0.747033,-0.5917839,-0.73875856
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-0.518266,-0.7617577,-0.75180477,-0.6911805,-0.70521325
-1.3503236,-0.80735964,-0.7743729,-0.78043526,-0.71326864,-0.77230376
-1.2888469,-0.80735964,-0.7718499,-0.78520703,-0.71326864,-0.77230376
-1.2888469,-0.80735964,-0.7718499,-0.78520703,-0.71326864,-0.77230376
-1.4118003,-1.0964532,-0.7785779,-0.77248234,-0.7243127,-0.7499403
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
5.719501,3.5290444,9.250487,0.96761596,8.519577,0.9273221
-0.55112606,-0.80735964,-0.5742121,-0.69931555,-0.5973059,-0.70521325
1.4161295,0.34901476,1.1288368,0.36955655,1.1973562,0.41296166
-1.0429399,-0.518266,-0.708774,-0.69772494,-0.61939406,-0.6045775
-0.120788924,-0.518266,-0.3883485,-0.020136384,-0.4371668,-0.045490064
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-0.797033,-0.22917245,-0.6179447,-0.6500074,-0.48134312,-0.54866874
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.76612,-0.7353568,-0.77230376
-1.473277,-0.80735964,-0.78614706,-0.78520703,-0.7243127,-0.77230376
-1.3503236,-1.0964532,-0.7743729,-0.76134825,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77269083,-0.7693012,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.7054099,-0.6611415,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7491425,-0.77248234,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.36669585,-0.22917245,-0.40685073,-0.15533596,-0.2880718,0.010418682
-1.473277,-0.80735964,-0.78614706,-0.78520703,-0.7243127,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.120788924,-0.518266,-0.28490403,-0.32711896,-0.47029904,-0.36976078
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.7756635,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77689594,-0.7772541,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7752139,-0.7788447,-0.7353568,-0.77230376
-0.48964933,0.05992115,-0.5414126,-0.65636975,-0.4316448,-0.626941
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.4281726,0.05992115,-0.48758787,-0.57525,-0.40955663,-0.54866874
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-0.80735964,-0.78614706,-0.78520703,-0.7243127,-0.77230376
-1.473277,-0.80735964,-0.78614706,-0.78520703,-0.7243127,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.48964933,-1.0964532,-0.49347496,-0.37801763,-0.63043815,-0.49276
-1.0429399,-0.80735964,-0.7264352,-0.7788447,-0.6967026,-0.77230376
2.0308967,0.05992115,2.07077,0.82128227,0.4132269,-0.43685126
0.8628388,0.6381084,0.72262806,1.8837919,0.6506745,1.3745921
1.6620364,0.05992115,1.428237,0.8753621,0.47949135,0.5359609
-1.0429399,-0.80735964,-0.7264352,-0.7788447,-0.6967026,-0.77230376
-1.2273701,-0.518266,-0.7508246,-0.5498007,-0.6746144,-0.3026703
-1.0429399,-0.80735964,-0.7264352,-0.7788447,-0.6967026,-0.77230376
-1.1658933,-0.80735964,-0.7398914,-0.7597577,-0.6967026,-0.77230376
-1.0429399,-0.80735964,-0.7264352,-0.7788447,-0.6967026,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.1044166,-1.0964532,-0.73484534,-0.7597577,-0.7077466,-0.7499403
0.43250167,0.05992115,0.42659193,0.8181011,0.08742673,-0.06785356
-0.4281726,0.34901476,-0.41021478,-0.39869523,-0.15554291,-0.47039652
-1.1044166,-1.0964532,-0.73484534,-0.7597577,-0.7077466,-0.7499403
-0.9199865,-0.518266,-0.6944768,-0.76293886,-0.613872,-0.77230376
-1.1658933,-1.0964532,-0.7457785,-0.747033,-0.7353568,-0.77230376
1.2931759,2.37267,1.0649198,1.0996344,2.2907195,1.6876811
1.2931759,1.5053891,1.1961176,2.879497,1.7440379,3.879304
-1.3503236,-1.0964532,-0.77100885,-0.7136308,-0.7353568,-0.716395
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-0.80735964,-0.7264352,-0.7788447,-0.6967026,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.7597577,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.55112606,-0.80735964,-0.5742121,-0.6913626,-0.66909236,-0.7499403
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.18226565,-0.518266,-0.32947764,-0.46072802,-0.45373294,-0.36976078
0.002164542,-0.22917245,-0.12090672,0.98511237,-0.21076328,0.3570529
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.783624,-0.78520703,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7533476,-0.77407295,-0.7243127,-0.7499403
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.7820259,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.71045595,-0.78043526,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7668038,-0.78043526,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.7575526,-0.78043526,-0.7353568,-0.77230376
-0.797033,-0.518266,-0.6120576,-0.5736594,-0.5586516,-0.61575925
-1.1658933,-1.0964532,-0.7483015,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.78025997,-0.77248234,-0.71879065,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.7820259,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.78025997,-0.7772541,-0.7353568,-0.76112205
-1.473277,-0.80735964,-0.78614706,-0.78520703,-0.7243127,-0.77230376
-1.4118003,-0.518266,-0.783624,-0.78520703,-0.71326864,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
0.18659474,-0.80735964,-0.11754268,-0.107618466,-0.44268885,-0.2355798
-1.2888469,-0.80735964,-0.77353185,-0.78043526,-0.71879065,-0.77230376
-1.2888469,-1.0964532,-0.77100885,-0.7756635,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.7756635,-0.72983474,-0.7499403
-1.3503236,-1.0964532,-0.7760549,-0.7756635,-0.72983474,-0.7499403
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.781101,-0.7677106,-0.71879065,-0.7275768
-1.473277,-1.0964532,-0.78530604,-0.78043526,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.7772541,-0.7353568,-0.76112205
-1.4118003,-1.0964532,-0.782783,-0.78043526,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.77248234,-0.72983474,-0.7275768
-1.3503236,-0.518266,-0.77353185,-0.7756635,-0.6911805,-0.7499403
-1.2273701,-0.518266,-0.7668038,-0.7788447,-0.6911805,-0.7499403
-1.4118003,-1.0964532,-0.78025997,-0.78043526,-0.7353568,-0.77230376
-1.3503236,-0.518266,-0.7760549,-0.7772541,-0.6967026,-0.76112205
-1.3503236,-0.80735964,-0.7777369,-0.7788447,-0.7077466,-0.7499403
-1.4118003,-1.0964532,-0.781942,-0.77407295,-0.72983474,-0.7499403
-1.3503236,-1.0964532,-0.7777369,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-1.0964532,-0.7180251,-0.69931555,-0.7077466,-0.6604863
-1.1044166,-0.80735964,-0.73484534,-0.75657654,-0.6911805,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
0.43250167,0.6381084,0.14653502,0.46976328,0.43531504,0.36823466
-1.4118003,-1.0964532,-0.77941895,-0.76134825,-0.7243127,-0.70521325
-1.4118003,-1.0964532,-0.78025997,-0.78043526,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.77941895,-0.76134825,-0.7243127,-0.70521325
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-0.518266,-0.7684858,-0.7756635,-0.68013644,-0.77230376
-1.3503236,-1.0964532,-0.7777369,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-0.80735964,-0.7550296,-0.71522135,-0.66357034,-0.63812274
-1.1658933,-0.518266,-0.75166553,-0.76612,-0.65804833,-0.7499403
-1.1658933,-0.518266,-0.74998355,-0.75021416,-0.66909236,-0.70521325
-1.2273701,-0.80735964,-0.7575526,-0.73908013,-0.6911805,-0.70521325
-0.24374239,0.6381084,-0.3824614,-0.07262564,-0.094800495,0.032782182
-1.2888469,-0.518266,-0.7634397,-0.76293886,-0.68013644,-0.7275768
-1.2273701,-0.80735964,-0.7625987,-0.76293886,-0.71326864,-0.7275768
-1.2273701,-0.80735964,-0.7625987,-0.76293886,-0.71326864,-0.7275768
-1.1658933,-0.518266,-0.75166553,-0.76612,-0.65804833,-0.7499403
-1.1658933,-0.518266,-0.74998355,-0.75021416,-0.66909236,-0.70521325
-1.3503236,-1.0964532,-0.77269083,-0.76612,-0.7243127,-0.7499403
-1.3503236,-1.0964532,-0.7760549,-0.77248234,-0.72983474,-0.7499403
-1.3503236,-1.0964532,-0.7743729,-0.78043526,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.7777369,-0.78520703,-0.71326864,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.76293886,-0.7353568,-0.77230376
-1.1658933,-0.80735964,-0.75587064,-0.7756635,-0.6967026,-0.76112205
0.73988533,-0.22917245,0.27016374,-0.21259697,-0.061668273,-0.26912504
1.5390829,0.6381084,1.0094131,-0.03286105,0.5899321,0.08869093
-1.3503236,-1.0964532,-0.7760549,-0.77248234,-0.72983474,-0.7499403
-1.3503236,-1.0964532,-0.7743729,-0.78043526,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.7693012,-0.7353568,-0.76112205
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.7788447,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77689594,-0.7756635,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.7785779,-0.77248234,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.78043526,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7718499,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77100885,-0.76134825,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77269083,-0.76612,-0.7243127,-0.7499403
-1.3503236,-1.0964532,-0.77100885,-0.76134825,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.782783,-0.78043526,-0.7353568,-0.77230376
-0.9814632,-0.80735964,-0.7180251,-0.7756635,-0.6967026,-0.76112205
-0.18226565,-0.80735964,-0.33452374,-0.1330678,-0.5586516,-0.43685126
-1.2888469,-1.0964532,-0.7718499,-0.78520703,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.75839365,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.7785779,-0.7693012,-0.7243127,-0.7499403
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
0.3095482,1.2162955,0.30128118,1.0185146,0.8108136,1.10623
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.77248234,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-0.7355563,0.34901476,-0.60112447,-0.46549976,-0.3598583,-0.6045775
-1.473277,-1.0964532,-0.78530604,-0.7788447,-0.7353568,-0.76112205
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.78043526,-0.7353568,-0.77230376
-0.18226565,0.05992115,-0.3109754,-0.14579247,-0.20524125,-0.45921478
-1.4118003,-1.0964532,-0.781101,-0.7708918,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.7752139,-0.76612,-0.71879065,-0.7499403
-1.4118003,-1.0964532,-0.781101,-0.78043526,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.77353185,-0.78043526,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.7070919,-0.7581671,-0.7243127,-0.7499403
-0.7355563,-0.80735964,-0.65158516,-0.75021416,-0.613872,-0.7499403
-1.0429399,-1.0964532,-0.71970713,-0.7533954,-0.7353568,-0.77230376
-0.8585098,-1.0964532,-0.6642003,-0.6150146,-0.7353568,-0.68284976
-1.2888469,-0.80735964,-0.7693268,-0.7756635,-0.7077466,-0.77230376
-1.3503236,-0.80735964,-0.7760549,-0.7693012,-0.71879065,-0.7275768
-1.4118003,-1.0964532,-0.781101,-0.7788447,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.77248234,-0.7353568,-0.77230376
-0.8585098,-0.22917245,-0.6684054,-0.57525,-0.5531296,-0.45921478
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.7693012,-0.72983474,-0.7499403
-1.2888469,-1.0964532,-0.7693268,-0.76134825,-0.72983474,-0.73875856
-1.1658933,-1.0964532,-0.7483015,-0.7597577,-0.7077466,-0.7275768
-1.3503236,-1.0964532,-0.7743729,-0.7756635,-0.7353568,-0.77230376
-1.0429399,-1.0964532,-0.7003638,-0.6070617,-0.7353568,-0.61575925
-0.18226565,-0.518266,-0.36480016,-0.4702715,-0.51447535,-0.5710323
0.98579234,-0.22917245,0.6385269,0.4125023,-0.028536053,0.97204906
0.80136204,0.34901476,0.54096955,1.1855259,0.15921322,1.732408
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-0.3052191,-0.518266,-0.427035,-0.4511845,-0.54760754,-0.54866874
-1.4118003,-1.0964532,-0.781101,-0.7788447,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7785779,-0.78043526,-0.7353568,-0.77230376
-0.4281726,-0.22917245,-0.4556294,-0.23327455,-0.3874685,0.2675989
-0.120788924,0.6381084,-0.30004224,-0.4336881,0.12608099,-0.056671813
-0.05931219,-0.518266,-0.26387873,-0.78520703,-0.45925498,-0.77230376
-1.4118003,-0.518266,-0.781101,-0.7788447,-0.7022246,-0.76112205
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7752139,-0.7788447,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77269083,-0.7693012,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.78025997,-0.78043526,-0.71879065,-0.76112205
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.76293886,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.9199865,-0.80735964,-0.6852256,-0.689772,-0.63596016,-0.6940315
-0.18226565,-1.0964532,-0.36227712,-0.41778225,-0.6967026,-0.53748703
0.73988533,-0.518266,0.37192616,0.018037617,-0.315682,-0.3473973
